Time,Elgeseter,Innherredsveien,Jernbanebrua,Strindheim,Bakkekirke,Moholtlia,Grillstadtunnelen,Oslovegen
2019-01-01 00:00:00,725,283,132,292,525,454,292,387
2019-01-01 01:00:00,534,284,97,259,395,607,432,388
2019-01-01 02:00:00,500,330,78,232,365,489,328,276
2019-01-01 03:00:00,425,223,64,182,261,289,182,223
2019-01-01 04:00:00,270,203,37,95,233,218,137,147
2019-01-01 05:00:00,190,175,32,53,244,187,109,81
2019-01-01 06:00:00,233,108,25,51,137,149,128,70
2019-01-01 07:00:00,326,84,47,42,85,219,129,78
2019-01-01 08:00:00,151,53,35,31,66,140,106,44
2019-01-01 09:00:00,157,73,49,45,72,144,129,61
2019-01-01 10:00:00,201,84,68,65,93,233,259,87
2019-01-01 11:00:00,301,104,81,108,138,353,310,183
2019-01-01 12:00:00,481,148,162,206,161,641,589,324
2019-01-01 13:00:00,511,205,142,244,229,968,829,383
2019-01-01 14:00:00,899,303,175,335,319,1380,1222,596
2019-01-01 15:00:00,896,313,256,448,376,1690,1317,681
2019-01-01 16:00:00,703,316,210,389,335,1437,1282,634
2019-01-01 17:00:00,688,336,173,363,367,1418,1278,553
2019-01-01 18:00:00,588,331,172,341,332,1174,1176,561
2019-01-01 19:00:00,563,270,136,277,346,968,916,441
2019-01-01 20:00:00,538,257,153,272,305,806,684,365
2019-01-01 21:00:00,565,238,196,179,232,653,589,271
2019-01-01 22:00:00,420,190,179,157,188,442,354,216
2019-01-01 23:00:00,270,128,121,103,175,251,285,122
2019-01-02 00:00:00,106,80,44,33,84,137,139,58
2019-01-02 01:00:00,51,35,16,20,55,92,63,38
2019-01-02 02:00:00,40,22,14,12,41,62,49,30
2019-01-02 03:00:00,41,23,18,18,25,71,62,45
2019-01-02 04:00:00,71,28,24,37,43,161,159,73
2019-01-02 05:00:00,154,72,54,71,34,465,435,123
2019-01-02 06:00:00,716,156,147,321,156,1812,1695,680
2019-01-02 07:00:00,1641,394,358,676,448,3633,2773,1117
2019-01-02 08:00:00,1510,411,385,635,532,2806,1898,848
2019-01-02 09:00:00,1322,329,334,468,390,1582,1076,608
2019-01-02 10:00:00,1315,322,304,476,399,1561,1034,557
2019-01-02 11:00:00,1369,376,323,494,435,1596,1007,632
2019-01-02 12:00:00,1442,375,343,564,495,1956,1034,664
2019-01-02 13:00:00,1435,412,375,604,520,2105,1140,712
2019-01-02 14:00:00,1681,492,442,755,567,2613,1392,895
2019-01-02 15:00:00,2001,560,580,1431,700,4043,2333,1225
2019-01-02 16:00:00,1513,571,493,1422,745,3226,1902,974
2019-01-02 17:00:00,1012,405,316,650,461,1983,1341,646
2019-01-02 18:00:00,849,392,240,533,411,1597,1096,629
2019-01-02 19:00:00,781,350,197,429,357,1474,978,541
2019-01-02 20:00:00,709,349,259,402,361,1058,813,467
2019-01-02 21:00:00,644,219,146,236,304,819,565,398
2019-01-02 22:00:00,438,144,187,202,183,700,392,256
2019-01-02 23:00:00,273,149,116,150,196,382,259,155
2019-01-03 00:00:00,94,71,43,52,90,177,131,52
2019-01-03 01:00:00,60,26,13,29,44,85,39,34
2019-01-03 02:00:00,41,24,17,16,35,76,50,28
2019-01-03 03:00:00,41,26,12,15,22,70,55,39
2019-01-03 04:00:00,66,18,19,34,34,131,110,52
2019-01-03 05:00:00,160,49,42,75,51,438,395,128
2019-01-03 06:00:00,748,167,139,322,176,1945,1449,741
2019-01-03 07:00:00,1798,356,420,716,442,4392,2551,1119
2019-01-03 08:00:00,1651,473,422,685,611,3474,1935,951
2019-01-03 09:00:00,1469,315,295,552,454,1863,1054,613
2019-01-03 10:00:00,1540,358,302,567,468,1670,993,627
2019-01-03 11:00:00,1590,409,328,566,521,1858,996,695
2019-01-03 12:00:00,1676,449,358,645,600,2165,1056,738
2019-01-03 13:00:00,1644,421,336,673,552,2381,1126,759
2019-01-03 14:00:00,1766,474,449,871,572,2647,1435,984
2019-01-03 15:00:00,2069,634,539,1461,779,3727,2343,1271
2019-01-03 16:00:00,1563,575,456,1308,723,3108,1849,986
2019-01-03 17:00:00,1207,415,304,687,521,1862,1379,757
2019-01-03 18:00:00,1003,373,218,551,499,1563,1136,613
2019-01-03 19:00:00,775,394,231,472,399,1403,1039,532
2019-01-03 20:00:00,781,353,234,443,377,1119,748,519
2019-01-03 21:00:00,650,251,136,299,268,750,564,349
2019-01-03 22:00:00,466,195,186,193,203,546,425,237
2019-01-03 23:00:00,360,168,143,164,198,340,288,126
2019-01-04 00:00:00,131,84,59,42,121,140,133,52
2019-01-04 01:00:00,66,29,40,32,62,91,64,30
2019-01-04 02:00:00,57,45,25,15,70,68,27,17
2019-01-04 03:00:00,64,29,26,20,48,87,64,25
2019-01-04 04:00:00,59,24,25,28,33,129,105,55
2019-01-04 05:00:00,144,41,42,73,46,432,300,110
2019-01-04 06:00:00,756,163,157,319,191,1925,1408,700
2019-01-04 07:00:00,1744,374,352,711,494,3717,2423,1133
2019-01-04 08:00:00,1722,467,443,683,697,2913,1803,964
2019-01-04 09:00:00,1450,329,343,507,456,1833,1103,677
2019-01-04 10:00:00,1490,351,325,532,484,1918,1011,702
2019-01-04 11:00:00,1577,398,371,650,571,1980,1063,757
2019-01-04 12:00:00,1761,463,453,756,634,2220,1167,772
2019-01-04 13:00:00,1692,451,415,793,620,2385,1268,806
2019-01-04 14:00:00,1928,540,482,1014,692,3114,1743,1082
2019-01-04 15:00:00,2143,666,633,1558,804,4070,2385,1301
2019-01-04 16:00:00,1593,622,520,1338,788,3241,1962,1052
2019-01-04 17:00:00,1134,494,338,654,536,1995,1428,698
2019-01-04 18:00:00,939,437,264,570,533,1479,1055,609
2019-01-04 19:00:00,707,366,191,373,359,1097,854,476
2019-01-04 20:00:00,708,308,187,321,351,884,610,393
2019-01-04 21:00:00,629,248,180,255,284,664,477,292
2019-01-04 22:00:00,514,237,153,256,279,428,348,211
2019-01-04 23:00:00,424,188,144,211,285,355,277,172
2019-01-05 00:00:00,293,164,69,99,267,279,182,112
2019-01-05 01:00:00,198,110,53,96,283,192,132,85
2019-01-05 02:00:00,186,160,44,81,330,147,77,61
2019-01-05 03:00:00,127,102,36,34,182,156,136,37
2019-01-05 04:00:00,90,55,16,23,69,83,63,30
2019-01-05 05:00:00,64,33,25,21,48,131,105,39
2019-01-05 06:00:00,163,57,50,41,55,202,169,70
2019-01-05 07:00:00,327,84,97,88,87,364,231,105
2019-01-05 08:00:00,272,84,84,129,99,479,356,161
2019-01-05 09:00:00,461,124,109,230,182,813,644,254
2019-01-05 10:00:00,659,226,145,337,252,1279,832,419
2019-01-05 11:00:00,1043,320,255,465,398,1802,1070,570
2019-01-05 12:00:00,1131,434,322,686,458,2074,1172,696
2019-01-05 13:00:00,1245,512,395,821,602,2273,1249,764
2019-01-05 14:00:00,1412,534,428,814,611,2219,1272,743
2019-01-05 15:00:00,1355,560,381,848,644,2136,1311,722
2019-01-05 16:00:00,1213,519,319,803,573,2077,1378,726
2019-01-05 17:00:00,1111,477,284,666,543,1755,1122,636
2019-01-05 18:00:00,1017,486,260,505,533,1477,966,573
2019-01-05 19:00:00,703,343,182,330,392,1064,730,451
2019-01-05 20:00:00,719,280,212,291,355,718,491,308
2019-01-05 21:00:00,594,203,140,180,295,510,331,203
2019-01-05 22:00:00,561,248,173,233,314,499,373,234
2019-01-05 23:00:00,554,244,116,246,393,385,277,179
2019-01-06 00:00:00,350,209,79,143,355,360,259,168
2019-01-06 01:00:00,356,186,90,122,393,256,186,100
2019-01-06 02:00:00,371,223,70,157,397,159,103,90
2019-01-06 03:00:00,231,175,58,85,302,130,72,55
2019-01-06 04:00:00,112,82,11,47,107,106,63,32
2019-01-06 05:00:00,63,49,20,27,86,89,92,29
2019-01-06 06:00:00,172,29,37,35,43,103,96,57
2019-01-06 07:00:00,300,61,71,54,54,258,175,89
2019-01-06 08:00:00,189,58,48,73,49,272,207,122
2019-01-06 09:00:00,265,60,64,97,80,469,379,171
2019-01-06 10:00:00,462,143,105,175,169,738,533,340
2019-01-06 11:00:00,632,207,128,244,238,939,696,443
2019-01-06 12:00:00,832,269,199,388,310,1223,892,544
2019-01-06 13:00:00,854,303,204,403,364,1320,943,579
2019-01-06 14:00:00,1089,356,258,537,379,1738,1186,672
2019-01-06 15:00:00,1120,378,301,608,469,1617,1312,780
2019-01-06 16:00:00,995,377,247,535,460,1622,1357,748
2019-01-06 17:00:00,1013,378,282,564,446,1672,1459,664
2019-01-06 18:00:00,911,381,221,499,433,1487,1216,680
2019-01-06 19:00:00,778,344,219,457,393,1376,1124,625
2019-01-06 20:00:00,781,295,237,437,385,974,890,450
2019-01-06 21:00:00,638,226,153,240,271,756,647,308
2019-01-06 22:00:00,481,194,211,179,194,600,525,271
2019-01-06 23:00:00,312,147,133,132,190,241,244,130
2019-01-07 00:00:00,129,86,43,50,101,119,162,52
2019-01-07 01:00:00,60,36,14,32,72,56,71,30
2019-01-07 02:00:00,56,42,13,19,105,46,41,26
2019-01-07 03:00:00,47,41,15,17,48,63,48,24
2019-01-07 04:00:00,74,33,19,33,40,173,158,54
2019-01-07 05:00:00,142,54,48,83,41,491,484,137
2019-01-07 06:00:00,795,176,142,374,191,2278,1655,815
2019-01-07 07:00:00,1819,407,402,761,498,4051,2571,1186
2019-01-07 08:00:00,1826,484,398,735,671,3111,1687,1004
2019-01-07 09:00:00,1551,383,339,570,487,2223,1222,657
2019-01-07 10:00:00,1536,373,302,554,488,2255,1146,701
2019-01-07 11:00:00,1587,387,314,624,497,2304,1001,709
2019-01-07 12:00:00,1633,451,354,578,535,2413,920,726
2019-01-07 13:00:00,1681,459,363,663,548,2510,1065,792
2019-01-07 14:00:00,1765,494,389,841,566,2695,1288,1029
2019-01-07 15:00:00,2054,603,526,1435,782,4202,2044,1277
2019-01-07 16:00:00,1767,619,496,1437,787,3375,1831,991
2019-01-07 17:00:00,1196,413,345,828,524,2200,1306,695
2019-01-07 18:00:00,1030,429,233,652,450,1991,1097,653
2019-01-07 19:00:00,905,355,181,604,394,1782,959,633
2019-01-07 20:00:00,806,329,188,483,324,1359,789,484
2019-01-07 21:00:00,708,258,177,348,274,1228,698,434
2019-01-07 22:00:00,521,176,202,215,199,799,30,254
2019-01-07 23:00:00,279,132,138,146,180,320,1,109
2019-01-08 00:00:00,118,48,42,38,86,168,3,43
2019-01-08 01:00:00,48,34,22,19,45,90,3,22
2019-01-08 02:00:00,43,31,10,8,47,79,6,28
2019-01-08 03:00:00,54,21,28,14,23,78,3,29
2019-01-08 04:00:00,69,26,23,34,40,191,5,52
2019-01-08 05:00:00,144,39,46,64,54,533,2,114
2019-01-08 06:00:00,777,184,161,330,176,2633,1541,776
2019-01-08 07:00:00,1790,379,355,793,471,4696,2525,1186
2019-01-08 08:00:00,1760,552,440,743,702,3704,1963,1018
2019-01-08 09:00:00,1583,335,343,591,474,2378,1096,716
2019-01-08 10:00:00,1554,344,288,572,467,2353,1006,655
2019-01-08 11:00:00,1530,373,316,637,483,2265,934,731
2019-01-08 12:00:00,1671,459,350,636,529,2285,1070,739
2019-01-08 13:00:00,1653,429,357,691,544,2454,1133,775
2019-01-08 14:00:00,1809,509,405,857,653,2746,1338,977
2019-01-08 15:00:00,2085,594,598,1480,775,3860,2375,1246
2019-01-08 16:00:00,1765,588,445,1346,777,3552,1906,1047
2019-01-08 17:00:00,1248,464,379,772,548,2229,1391,776
2019-01-08 18:00:00,1113,442,307,690,538,1674,1175,659
2019-01-08 19:00:00,984,412,224,601,425,1600,1042,601
2019-01-08 20:00:00,848,382,250,487,377,1223,806,520
2019-01-08 21:00:00,839,269,160,354,264,1077,684,411
2019-01-08 22:00:00,582,198,212,227,215,734,58,311
2019-01-08 23:00:00,274,132,137,142,187,402,1,124
2019-01-09 00:00:00,123,56,55,38,79,153,3,41
2019-01-09 01:00:00,70,36,27,12,61,69,3,22
2019-01-09 02:00:00,62,24,18,13,64,69,4,23
2019-01-09 03:00:00,55,28,13,10,34,64,5,43
2019-01-09 04:00:00,65,25,11,34,23,147,1,47
2019-01-09 05:00:00,135,45,34,73,41,422,182,135
2019-01-09 06:00:00,774,161,139,336,177,2196,1579,745
2019-01-09 07:00:00,1761,361,359,759,510,4079,2572,1165
2019-01-09 08:00:00,1780,473,454,796,676,3473,1974,1031
2019-01-09 09:00:00,1509,344,335,530,483,1847,1155,678
2019-01-09 10:00:00,1549,361,336,614,475,1781,1040,672
2019-01-09 11:00:00,1618,400,348,623,521,1970,1023,678
2019-01-09 12:00:00,1654,426,363,661,588,2463,1106,706
2019-01-09 13:00:00,1659,460,405,653,537,2576,1143,788
2019-01-09 14:00:00,1855,465,431,908,600,3154,1486,999
2019-01-09 15:00:00,2051,626,544,1497,760,4330,2314,1329
2019-01-09 16:00:00,1913,595,493,1350,719,3616,1973,1081
2019-01-09 17:00:00,1313,461,331,741,537,2289,1375,797
2019-01-09 18:00:00,1159,436,281,706,523,2002,1217,740
2019-01-09 19:00:00,1095,442,238,636,430,1679,1060,663
2019-01-09 20:00:00,828,340,213,485,367,1385,824,547
2019-01-09 21:00:00,812,305,157,375,324,1001,714,430
2019-01-09 22:00:00,573,219,148,271,227,641,420,319
2019-01-09 23:00:00,257,149,94,143,183,318,254,171
2019-01-10 00:00:00,118,70,55,53,100,116,131,48
2019-01-10 01:00:00,72,35,22,18,71,72,72,34
2019-01-10 02:00:00,54,40,7,18,84,57,51,25
2019-01-10 03:00:00,54,29,24,18,68,59,53,32
2019-01-10 04:00:00,78,36,30,33,58,126,109,60
2019-01-10 05:00:00,141,48,40,72,35,369,334,114
2019-01-10 06:00:00,775,178,142,363,193,1974,1490,748
2019-01-10 07:00:00,1624,421,377,753,477,3799,2601,1111
2019-01-10 08:00:00,1749,498,484,761,662,3056,2152,1033
2019-01-10 09:00:00,1478,378,341,593,512,1888,1231,724
2019-01-10 10:00:00,1597,374,356,531,485,1748,1075,687
2019-01-10 11:00:00,1566,410,380,696,520,1753,1062,692
2019-01-10 12:00:00,1714,458,370,704,595,1871,1127,779
2019-01-10 13:00:00,1671,509,388,748,632,2055,1167,788
2019-01-10 14:00:00,1860,484,489,895,614,2809,1624,1021
2019-01-10 15:00:00,2079,642,592,1500,762,3750,2446,1297
2019-01-10 16:00:00,1828,572,525,1349,797,3230,2099,1065
2019-01-10 17:00:00,1301,474,363,822,572,2060,1569,744
2019-01-10 18:00:00,1175,452,318,736,561,1705,1206,748
2019-01-10 19:00:00,970,434,252,551,408,1648,1172,614
2019-01-10 20:00:00,875,369,243,498,393,1207,788,519
2019-01-10 21:00:00,734,312,174,478,344,1060,763,469
2019-01-10 22:00:00,629,274,154,302,322,648,27,327
2019-01-10 23:00:00,311,165,99,146,245,338,6,144
2019-01-11 00:00:00,154,86,48,64,174,162,4,70
2019-01-11 01:00:00,122,75,27,36,182,110,3,29
2019-01-11 02:00:00,96,79,27,36,226,73,3,20
2019-01-11 03:00:00,74,45,15,32,116,89,86,40
2019-01-11 04:00:00,87,37,21,28,60,155,109,63
2019-01-11 05:00:00,147,48,48,59,57,445,370,133
2019-01-11 06:00:00,778,164,142,319,175,2051,1432,689
2019-01-11 07:00:00,1732,421,385,711,465,3766,2298,1179
2019-01-11 08:00:00,1822,478,459,757,684,2987,1743,1014
2019-01-11 09:00:00,1374,364,340,536,491,1815,1067,756
2019-01-11 10:00:00,1506,383,313,581,542,2201,997,703
2019-01-11 11:00:00,1598,419,373,659,563,2415,1055,763
2019-01-11 12:00:00,1687,482,424,731,594,2615,1196,857
2019-01-11 13:00:00,1680,477,371,830,627,3001,1262,859
2019-01-11 14:00:00,1942,577,537,1038,718,3771,1841,1167
2019-01-11 15:00:00,2135,663,663,1562,854,4678,2348,1288
2019-01-11 16:00:00,1569,666,524,1316,852,3699,1949,1009
2019-01-11 17:00:00,1270,497,374,786,563,2468,1416,751
2019-01-11 18:00:00,1118,486,306,608,524,1905,1065,623
2019-01-11 19:00:00,780,417,257,487,455,1446,798,501
2019-01-11 20:00:00,816,340,211,362,384,1077,611,367
2019-01-11 21:00:00,664,243,140,216,305,861,533,310
2019-01-11 22:00:00,596,321,190,35,284,728,503,247
2019-01-11 23:00:00,509,296,152,11,353,466,291,204
2019-01-12 00:00:00,379,318,95,59,379,378,209,165
2019-01-12 01:00:00,327,281,77,112,430,246,154,81
2019-01-12 02:00:00,332,235,66,130,396,165,98,77
2019-01-12 03:00:00,223,127,37,71,211,154,86,49
2019-01-12 04:00:00,106,67,31,23,144,135,81,32
2019-01-12 05:00:00,81,36,20,29,37,168,105,52
2019-01-12 06:00:00,135,63,38,39,60,253,158,80
2019-01-12 07:00:00,338,87,80,109,89,469,301,127
2019-01-12 08:00:00,312,101,83,140,119,699,500,188
2019-01-12 09:00:00,557,170,129,218,199,999,662,288
2019-01-12 10:00:00,751,266,167,387,325,1424,873,415
2019-01-12 11:00:00,1054,392,267,570,501,2040,1096,584
2019-01-12 12:00:00,1225,460,376,639,628,1925,1195,708
2019-01-12 13:00:00,1302,528,427,781,631,2056,1276,767
2019-01-12 14:00:00,1447,550,450,913,686,2226,1360,830
2019-01-12 15:00:00,1451,599,380,916,701,2261,1390,832
2019-01-12 16:00:00,1167,684,370,340,561,2059,1192,730
2019-01-12 17:00:00,1177,595,310,415,630,1941,1143,669
2019-01-12 18:00:00,1041,494,279,561,508,1585,941,631
2019-01-12 19:00:00,799,432,207,389,486,1278,763,552
2019-01-12 20:00:00,842,282,206,323,400,826,547,317
2019-01-12 21:00:00,626,252,140,192,329,574,373,186
2019-01-12 22:00:00,557,328,113,15,312,510,324,214
2019-01-12 23:00:00,602,366,158,165,405,465,301,212
2019-01-13 00:00:00,469,365,112,183,475,439,276,203
2019-01-13 01:00:00,458,229,98,191,444,326,184,117
2019-01-13 02:00:00,531,338,93,183,467,257,163,116
2019-01-13 03:00:00,365,269,54,115,416,146,104,70
2019-01-13 04:00:00,163,90,23,37,165,80,73,52
2019-01-13 05:00:00,95,72,26,24,100,97,68,44
2019-01-13 06:00:00,161,48,33,31,73,154,105,46
2019-01-13 07:00:00,355,75,97,59,79,323,171,95
2019-01-13 08:00:00,268,57,60,111,61,503,361,139
2019-01-13 09:00:00,329,92,72,132,103,643,375,178
2019-01-13 10:00:00,535,169,104,178,211,947,493,295
2019-01-13 11:00:00,651,206,170,299,229,1352,744,409
2019-01-13 12:00:00,936,303,218,376,396,1602,894,576
2019-01-13 13:00:00,944,348,171,424,377,1928,1175,639
2019-01-13 14:00:00,1121,416,257,550,463,2285,1254,728
2019-01-13 15:00:00,1292,453,279,680,500,2602,1409,813
2019-01-13 16:00:00,1001,435,245,584,505,2536,1492,764
2019-01-13 17:00:00,1126,438,280,501,446,2359,1466,701
2019-01-13 18:00:00,863,352,223,485,419,2067,1377,654
2019-01-13 19:00:00,755,361,260,481,368,1858,1109,573
2019-01-13 20:00:00,816,357,278,442,422,1541,980,443
2019-01-13 21:00:00,680,267,172,266,268,1172,578,401
2019-01-13 22:00:00,460,244,145,14,238,745,414,246
2019-01-13 23:00:00,291,160,122,51,188,391,278,137
2019-01-14 00:00:00,139,98,54,52,139,152,175,66
2019-01-14 01:00:00,103,65,57,20,72,116,153,52
2019-01-14 02:00:00,79,87,22,16,101,88,70,41
2019-01-14 03:00:00,72,61,31,14,85,79,57,42
2019-01-14 04:00:00,76,55,29,31,58,238,150,74
2019-01-14 05:00:00,166,53,61,73,58,631,452,172
2019-01-14 06:00:00,770,172,169,316,190,2640,1521,748
2019-01-14 07:00:00,1705,406,368,784,483,4474,2491,1127
2019-01-14 08:00:00,1657,551,430,728,656,3968,2076,1076
2019-01-14 09:00:00,1487,404,346,573,496,2207,1137,672
2019-01-14 10:00:00,1465,368,308,538,519,2035,914,609
2019-01-14 11:00:00,1476,412,359,620,496,2146,956,689
2019-01-14 12:00:00,1536,392,353,655,539,2236,1001,698
2019-01-14 13:00:00,1594,457,336,676,556,2398,1170,754
2019-01-14 14:00:00,1731,500,400,814,568,2974,1356,867
2019-01-14 15:00:00,2048,661,520,1424,786,4142,2223,1273
2019-01-14 16:00:00,1709,652,486,1396,795,3616,1933,1028
2019-01-14 17:00:00,1283,463,307,793,553,2281,1273,735
2019-01-14 18:00:00,1029,462,275,658,474,2055,1121,685
2019-01-14 19:00:00,940,425,250,580,417,1905,979,601
2019-01-14 20:00:00,787,351,219,469,362,1408,756,534
2019-01-14 21:00:00,816,285,151,336,315,1191,633,393
2019-01-14 22:00:00,511,311,156,12,279,538,445,294
2019-01-14 23:00:00,287,184,81,54,153,231,268,140
2019-01-15 00:00:00,129,86,34,28,102,130,114,64
2019-01-15 01:00:00,87,36,13,18,62,114,44,35
2019-01-15 02:00:00,67,33,7,19,62,72,44,33
2019-01-15 03:00:00,46,48,25,11,53,90,67,33
2019-01-15 04:00:00,63,46,18,30,39,180,153,74
2019-01-15 05:00:00,165,51,43,77,53,482,406,135
2019-01-15 06:00:00,764,166,149,333,185,2313,1568,745
2019-01-15 07:00:00,1701,421,376,805,502,4310,2375,1164
2019-01-15 08:00:00,1703,534,473,757,627,3465,2166,1075
2019-01-15 09:00:00,1549,376,318,544,540,1951,1207,727
2019-01-15 10:00:00,1573,366,339,564,490,1846,977,653
2019-01-15 11:00:00,1597,430,353,629,567,1867,975,748
2019-01-15 12:00:00,1646,411,377,683,578,2004,1010,754
2019-01-15 13:00:00,1696,445,373,681,575,2611,1061,822
2019-01-15 14:00:00,1859,516,429,852,649,2624,1349,989
2019-01-15 15:00:00,1990,621,565,1568,771,3738,2271,1336
2019-01-15 16:00:00,1770,617,490,1383,745,3058,1933,1094
2019-01-15 17:00:00,1310,489,356,791,568,2030,1379,844
2019-01-15 18:00:00,1171,472,308,716,503,1751,1246,755
2019-01-15 19:00:00,942,407,235,611,374,1636,1064,641
2019-01-15 20:00:00,858,361,227,542,385,1238,838,555
2019-01-15 21:00:00,815,315,142,421,343,988,704,470
2019-01-15 22:00:00,560,286,125,23,215,635,24,347
2019-01-15 23:00:00,306,202,100,23,185,312,3,159
2019-01-16 00:00:00,144,78,46,42,110,133,1,61
2019-01-16 01:00:00,100,37,19,26,67,94,0,44
2019-01-16 02:00:00,71,41,8,9,67,69,0,34
2019-01-16 03:00:00,64,27,16,9,35,59,0,47
2019-01-16 04:00:00,79,36,21,31,43,147,0,53
2019-01-16 05:00:00,175,45,46,75,59,491,306,123
2019-01-16 06:00:00,805,176,151,350,176,1998,1531,724
2019-01-16 07:00:00,1678,392,396,765,480,3742,2389,1166
2019-01-16 08:00:00,1786,482,432,813,620,2948,1432,985
2019-01-16 09:00:00,1530,354,359,534,467,1894,1168,709
2019-01-16 10:00:00,1542,361,336,561,489,1751,893,637
2019-01-16 11:00:00,1617,399,379,696,531,1826,1050,767
2019-01-16 12:00:00,1659,450,404,620,582,1870,1092,756
2019-01-16 13:00:00,1614,468,393,731,565,2042,1117,806
2019-01-16 14:00:00,1737,486,464,875,593,2499,1480,987
2019-01-16 15:00:00,2004,588,621,1413,762,3167,2283,1287
2019-01-16 16:00:00,1894,603,549,1463,804,3114,2013,1087
2019-01-16 17:00:00,1391,478,364,853,578,2046,1481,821
2019-01-16 18:00:00,1240,468,351,664,607,1752,1357,731
2019-01-16 19:00:00,1055,448,269,621,458,1577,1136,670
2019-01-16 20:00:00,833,410,228,536,404,1293,898,549
2019-01-16 21:00:00,841,301,175,399,333,1031,685,482
2019-01-16 22:00:00,706,346,153,33,269,662,683,359
2019-01-16 23:00:00,395,180,104,117,232,313,273,178
2019-01-17 00:00:00,168,88,55,44,131,106,113,75
2019-01-17 01:00:00,104,61,28,18,98,68,69,30
2019-01-17 02:00:00,92,75,12,23,80,53,46,38
2019-01-17 03:00:00,81,43,7,18,63,64,57,39
2019-01-17 04:00:00,110,49,42,40,58,131,127,49
2019-01-17 05:00:00,167,52,65,78,64,410,368,135
2019-01-17 06:00:00,793,202,145,359,171,1954,1460,704
2019-01-17 07:00:00,1695,397,348,784,474,3756,2180,1137
2019-01-17 08:00:00,1757,510,473,763,641,3198,2078,1022
2019-01-17 09:00:00,1529,381,330,553,481,1838,1131,678
2019-01-17 10:00:00,1508,331,303,546,488,1748,984,674
2019-01-17 11:00:00,1565,372,350,641,533,1860,1001,747
2019-01-17 12:00:00,1599,454,365,661,583,1907,1030,725
2019-01-17 13:00:00,1684,427,380,699,542,2132,1233,817
2019-01-17 14:00:00,1879,491,415,936,584,2694,1624,951
2019-01-17 15:00:00,2145,630,590,1467,745,3663,2432,1335
2019-01-17 16:00:00,1814,632,500,1286,796,3190,2049,1115
2019-01-17 17:00:00,1386,477,421,787,607,2098,1599,868
2019-01-17 18:00:00,1307,470,348,759,653,1693,1245,702
2019-01-17 19:00:00,1080,471,320,692,500,1521,1298,579
2019-01-17 20:00:00,917,389,285,529,421,1085,873,529
2019-01-17 21:00:00,867,328,180,436,390,839,702,462
2019-01-17 22:00:00,668,222,177,308,262,718,615,375
2019-01-17 23:00:00,447,183,116,197,225,275,302,163
2019-01-18 00:00:00,165,98,87,72,152,139,168,63
2019-01-18 01:00:00,137,96,37,32,157,72,60,31
2019-01-18 02:00:00,137,96,17,47,191,57,61,44
2019-01-18 03:00:00,101,62,30,23,150,75,66,32
2019-01-18 04:00:00,126,45,62,41,53,125,127,75
2019-01-18 05:00:00,174,80,50,87,68,390,389,150
2019-01-18 06:00:00,672,158,150,302,173,1647,1488,659
2019-01-18 07:00:00,1648,380,372,741,453,3469,2459,1090
2019-01-18 08:00:00,1708,480,474,810,604,3062,2036,1019
2019-01-18 09:00:00,1405,378,321,585,469,1831,1140,682
2019-01-18 10:00:00,1523,363,356,616,517,1868,1055,656
2019-01-18 11:00:00,1462,460,396,665,565,2028,1136,697
2019-01-18 12:00:00,1640,455,372,729,607,2167,1130,764
2019-01-18 13:00:00,1605,469,432,851,590,2356,1391,809
2019-01-18 14:00:00,1858,538,538,1078,709,2981,1828,1031
2019-01-18 15:00:00,2075,666,625,1528,803,3352,2436,1280
2019-01-18 16:00:00,1638,650,541,1341,800,2707,2049,1075
2019-01-18 17:00:00,1340,514,368,751,557,1994,1572,843
2019-01-18 18:00:00,1120,489,288,634,541,1374,1228,645
2019-01-18 19:00:00,950,392,253,448,485,1066,1030,502
2019-01-18 20:00:00,818,346,245,349,378,849,844,360
2019-01-18 21:00:00,786,292,179,270,328,672,630,339
2019-01-18 22:00:00,700,273,195,296,303,447,442,272
2019-01-18 23:00:00,578,244,163,240,378,334,363,191
2019-01-19 00:00:00,452,201,115,181,377,228,280,163
2019-01-19 01:00:00,357,206,93,128,307,149,161,96
2019-01-19 02:00:00,372,243,67,127,356,94,109,70
2019-01-19 03:00:00,267,155,42,66,257,95,105,51
2019-01-19 04:00:00,122,91,23,32,147,100,92,44
2019-01-19 05:00:00,128,101,30,31,97,135,129,46
2019-01-19 06:00:00,206,61,68,46,56,176,192,86
2019-01-19 07:00:00,521,98,116,119,76,355,361,161
2019-01-19 08:00:00,435,109,109,181,149,456,512,225
2019-01-19 09:00:00,533,185,163,231,238,708,683,385
2019-01-19 10:00:00,699,249,189,349,305,1159,863,433
2019-01-19 11:00:00,900,327,256,486,410,1418,1021,560
2019-01-19 12:00:00,1090,406,300,581,452,1570,1058,663
2019-01-19 13:00:00,1133,448,298,714,531,1784,1109,752
2019-01-19 14:00:00,1276,485,344,728,544,1922,1154,704
2019-01-19 15:00:00,1361,547,326,792,590,2005,1235,866
2019-01-19 16:00:00,1141,472,307,679,527,1522,1174,682
2019-01-19 17:00:00,1070,461,302,538,508,1283,1149,580
2019-01-19 18:00:00,1010,483,265,578,553,1302,1063,585
2019-01-19 19:00:00,768,351,171,383,424,902,738,511
2019-01-19 20:00:00,749,324,178,305,360,571,541,343
2019-01-19 21:00:00,607,232,134,255,319,432,443,207
2019-01-19 22:00:00,514,256,119,207,352,349,331,212
