Time,Elgeseter,Innherredsveien,Jernbanebrua,Strindheim,Bakkekirke,Moholtlia,Grillstadtunnelen,Oslovegen
2019-12-10 10:00:00,1460,315,349,627,459,2359,1065,760
2019-12-10 11:00:00,1562,420,359,651,530,2291,1135,796
2019-12-10 12:00:00,1645,450,423,736,532,2357,1129,810
2019-12-10 13:00:00,1630,447,368,770,525,2714,1320,912
2019-12-10 14:00:00,1779,473,441,899,588,3111,1720,1032
2019-12-10 15:00:00,2088,662,545,1442,694,4143,2449,1347
2019-12-10 16:00:00,1754,629,480,1399,781,3481,1936,1144
2019-12-10 17:00:00,1497,467,410,869,629,2257,1504,871
2019-12-10 18:00:00,1236,465,361,829,547,1889,1287,757
2019-12-10 19:00:00,996,379,337,662,489,1958,1035,650
2019-12-10 20:00:00,935,348,226,573,451,1767,860,551
2019-12-10 21:00:00,892,319,200,467,322,1310,697,463
2019-12-10 22:00:00,576,310,240,97,278,884,479,340
2019-12-10 23:00:00,336,228,158,2,209,415,208,134
2019-12-11 00:00:00,160,129,71,8,127,164,140,70
2019-12-11 01:00:00,67,60,17,3,99,125,64,21
2019-12-11 02:00:00,69,66,19,4,110,113,68,40
2019-12-11 03:00:00,81,37,26,1,67,102,68,33
2019-12-11 04:00:00,73,34,40,4,28,174,141,53
2019-12-11 05:00:00,167,98,54,2,61,465,392,121
2019-12-11 06:00:00,680,187,159,356,135,2180,1456,765
2019-12-11 07:00:00,1636,396,406,729,428,3777,2491,1275
2019-12-11 08:00:00,1664,483,483,836,607,3133,1996,1051
2019-12-11 09:00:00,1439,353,403,632,411,2094,1280,743
2019-12-11 10:00:00,1535,401,403,647,500,2058,1174,821
2019-12-11 11:00:00,1573,420,421,674,526,2166,1154,784
2019-12-11 12:00:00,1645,473,432,687,525,2187,1258,778
2019-12-11 13:00:00,1624,497,444,618,547,2329,1274,909
2019-12-11 14:00:00,1835,655,484,539,582,3002,1679,1134
2019-12-11 15:00:00,2115,649,565,1484,734,3698,2306,1357
2019-12-11 16:00:00,1846,685,512,1324,771,3870,1940,1159
2019-12-11 17:00:00,1527,539,468,864,688,2414,1493,908
2019-12-11 18:00:00,1232,538,357,801,589,2004,1210,854
2019-12-11 19:00:00,1044,453,304,741,521,1858,1129,766
2019-12-11 20:00:00,918,378,245,613,373,1421,858,641
2019-12-11 21:00:00,811,301,154,443,331,939,652,458
2019-12-11 22:00:00,631,388,199,36,261,757,561,370
2019-12-11 23:00:00,353,243,130,2,208,348,295,179
2019-12-12 00:00:00,166,120,59,6,155,148,142,84
2019-12-12 01:00:00,104,85,11,16,158,82,73,33
2019-12-12 02:00:00,92,80,14,24,138,77,60,36
2019-12-12 03:00:00,86,42,9,25,79,88,63,38
2019-12-12 04:00:00,119,22,29,51,42,179,152,57
2019-12-12 05:00:00,173,75,57,89,53,465,396,148
2019-12-12 06:00:00,694,185,168,363,148,2147,1513,799
2019-12-12 07:00:00,1642,410,415,764,422,3797,2414,1289
2019-12-12 08:00:00,1708,501,511,792,570,3514,1909,1071
2019-12-12 09:00:00,1408,351,345,631,443,2899,684,813
2019-12-12 10:00:00,1579,393,371,646,472,3011,459,814
2019-12-12 11:00:00,1749,445,433,700,578,3208,479,809
2019-12-12 12:00:00,1769,483,514,759,592,3454,1254,881
2019-12-12 13:00:00,1838,507,503,892,598,3572,1376,947
2019-12-12 14:00:00,1912,540,506,1075,601,4245,1873,1156
2019-12-12 15:00:00,2125,660,572,1495,825,5377,2483,1380
2019-12-12 16:00:00,1900,672,546,1439,792,4551,2082,1192
2019-12-12 17:00:00,1444,594,488,939,678,3472,1714,901
2019-12-12 18:00:00,1351,533,352,984,595,3192,1426,894
2019-12-12 19:00:00,1211,505,332,841,571,2461,1287,780
2019-12-12 20:00:00,903,437,264,667,420,1783,987,624
2019-12-12 21:00:00,914,328,206,445,341,1498,845,536
2019-12-12 22:00:00,720,249,303,389,299,1420,685,407
2019-12-12 23:00:00,437,226,172,247,295,695,329,195
2019-12-13 00:00:00,248,133,72,96,173,263,137,76
2019-12-13 01:00:00,162,123,26,51,140,163,81,41
2019-12-13 02:00:00,154,102,13,45,165,108,53,36
2019-12-13 03:00:00,86,70,22,28,108,128,88,37
2019-12-13 04:00:00,119,28,28,41,47,217,128,62
2019-12-13 05:00:00,179,60,71,74,55,636,380,116
2019-12-13 06:00:00,693,181,173,343,175,2627,1404,722
2019-12-13 07:00:00,1512,375,376,726,364,4756,2256,1208
2019-12-13 08:00:00,1676,434,457,792,590,3929,1831,1057
2019-12-13 09:00:00,1588,426,377,699,454,3123,1320,872
2019-12-13 10:00:00,1620,405,441,715,514,3025,1200,838
2019-12-13 11:00:00,1705,426,474,742,605,3287,1225,843
2019-12-13 12:00:00,1744,480,499,845,565,3436,1367,933
2019-12-13 13:00:00,1728,481,488,944,610,3564,1379,934
2019-12-13 14:00:00,2062,590,550,1220,745,4672,2003,1311
2019-12-13 15:00:00,2159,769,619,1483,889,5015,2438,1352
2019-12-13 16:00:00,1716,717,644,1335,842,4149,1992,1195
2019-12-13 17:00:00,1632,551,534,896,741,3150,1742,918
2019-12-13 18:00:00,1356,543,465,806,716,2508,1342,794
2019-12-13 19:00:00,1201,513,363,739,604,2075,975,626
2019-12-13 20:00:00,998,383,274,535,486,1454,721,416
2019-12-13 21:00:00,775,304,206,366,359,1214,597,365
2019-12-13 22:00:00,778,303,235,296,361,997,611,311
2019-12-13 23:00:00,672,282,197,350,388,686,430,259
2019-12-14 00:00:00,532,232,148,283,372,534,301,219
2019-12-14 01:00:00,535,231,95,236,294,341,206,130
2019-12-14 02:00:00,448,229,74,181,274,248,132,100
2019-12-14 03:00:00,303,196,70,135,270,194,100,81
2019-12-14 04:00:00,143,99,33,52,133,169,104,44
2019-12-14 05:00:00,83,40,26,43,57,199,125,56
2019-12-14 06:00:00,157,67,74,52,65,302,190,98
2019-12-14 07:00:00,347,81,95,102,72,624,354,167
2019-12-14 08:00:00,354,124,90,140,115,899,498,239
2019-12-14 09:00:00,577,198,161,289,225,1346,834,365
2019-12-14 10:00:00,933,314,269,520,394,1936,1085,529
2019-12-14 11:00:00,1314,413,372,606,502,2331,1276,691
2019-12-14 12:00:00,1525,527,493,731,609,2635,1501,827
2019-12-14 13:00:00,1553,613,566,910,704,2948,1450,867
2019-12-14 14:00:00,1583,630,586,936,790,2822,1485,1003
2019-12-14 15:00:00,1552,621,567,1042,725,2894,1556,889
2019-12-14 16:00:00,1411,603,441,943,728,2499,1329,827
2019-12-14 17:00:00,1499,551,439,834,693,2416,1265,849
2019-12-14 18:00:00,1204,529,357,757,609,2055,1137,777
2019-12-14 19:00:00,1039,431,271,487,579,1507,805,596
2019-12-14 20:00:00,841,360,227,419,452,1029,594,399
2019-12-14 21:00:00,698,255,165,244,343,707,404,278
2019-12-14 22:00:00,713,273,198,307,379,671,353,282
2019-12-14 23:00:00,639,299,230,325,449,465,326,256
2019-12-15 00:00:00,603,295,153,292,431,381,290,205
2019-12-15 01:00:00,616,292,100,278,400,296,157,172
2019-12-15 02:00:00,573,294,120,237,360,191,146,121
2019-12-15 03:00:00,440,237,71,168,265,168,111,84
2019-12-15 04:00:00,194,134,45,72,200,166,97,51
2019-12-15 05:00:00,91,83,25,32,122,104,89,36
2019-12-15 06:00:00,159,46,28,24,62,128,105,52
2019-12-15 07:00:00,311,66,95,80,64,345,248,131
2019-12-15 08:00:00,214,69,81,76,56,362,294,131
2019-12-15 09:00:00,324,105,74,151,136,589,491,248
2019-12-15 10:00:00,609,206,170,251,225,910,680,395
2019-12-15 11:00:00,919,318,245,470,381,1252,858,631
2019-12-15 12:00:00,1258,392,289,537,480,1514,1133,749
2019-12-15 13:00:00,1344,484,385,679,555,2026,1400,849
2019-12-15 14:00:00,1620,525,471,839,607,2345,1776,930
2019-12-15 15:00:00,1736,525,514,869,595,2462,1895,1003
2019-12-15 16:00:00,1371,574,388,872,618,2115,1628,866
2019-12-15 17:00:00,1425,563,382,778,598,2065,1659,807
2019-12-15 18:00:00,1259,490,304,699,527,1846,1504,836
2019-12-15 19:00:00,1060,422,243,616,437,1534,1342,711
2019-12-15 20:00:00,922,355,287,599,414,1176,998,574
2019-12-15 21:00:00,691,287,160,353,322,857,709,412
2019-12-15 22:00:00,464,185,170,227,212,760,565,278
2019-12-15 23:00:00,246,127,102,116,150,376,268,121
2019-12-16 00:00:00,131,85,65,39,97,234,156,70
2019-12-16 01:00:00,67,47,13,26,100,136,82,32
2019-12-16 02:00:00,49,66,15,14,90,76,39,27
2019-12-16 03:00:00,43,26,11,18,59,92,51,26
2019-12-16 04:00:00,70,28,16,40,22,266,173,58
2019-12-16 05:00:00,128,42,53,70,49,668,477,142
2019-12-16 06:00:00,696,166,150,358,152,2745,1674,794
2019-12-16 07:00:00,1691,415,419,761,422,4010,2620,1302
2019-12-16 08:00:00,1608,481,506,794,557,3141,2065,1024
2019-12-16 09:00:00,1590,359,378,648,479,2094,1286,809
2019-12-16 10:00:00,1650,414,411,688,482,2090,1210,781
2019-12-16 11:00:00,1794,439,434,716,563,2206,1247,822
2019-12-16 12:00:00,1745,490,475,781,641,2332,1230,793
2019-12-16 13:00:00,1833,624,501,758,620,2543,1324,933
2019-12-16 14:00:00,1934,541,525,1009,621,3098,1688,1162
2019-12-16 15:00:00,2036,729,615,1467,809,3738,2505,1390
2019-12-16 16:00:00,1947,650,612,1427,800,3127,2017,1147
2019-12-16 17:00:00,1452,531,400,919,627,2241,1584,916
2019-12-16 18:00:00,1135,476,325,825,533,1881,1321,780
2019-12-16 19:00:00,984,427,273,769,472,1637,1184,748
2019-12-16 20:00:00,1005,399,254,714,418,1322,977,639
2019-12-16 21:00:00,794,294,202,381,283,1068,785,490
2019-12-16 22:00:00,589,230,286,303,235,680,458,286
2019-12-16 23:00:00,309,143,158,163,172,283,356,169
2019-12-17 00:00:00,155,89,81,55,118,165,109,62
2019-12-17 01:00:00,86,48,19,33,114,109,56,24
2019-12-17 02:00:00,88,48,17,24,94,85,46,27
2019-12-17 03:00:00,56,36,23,17,54,113,62,41
2019-12-17 04:00:00,78,23,21,30,23,200,151,63
2019-12-17 05:00:00,150,55,42,82,41,597,445,134
2019-12-17 06:00:00,698,164,164,346,131,2579,1651,753
2019-12-17 07:00:00,1657,380,403,763,406,4620,2658,1255
2019-12-17 08:00:00,1669,502,546,806,541,3888,2062,1069
2019-12-17 09:00:00,1492,397,359,636,493,2538,1341,805
2019-12-17 10:00:00,1707,420,407,710,504,2832,1311,786
2019-12-17 11:00:00,1734,460,455,715,612,2832,1192,809
2019-12-17 12:00:00,1755,515,460,804,586,2915,1281,831
2019-12-17 13:00:00,1765,530,472,896,636,3166,1417,1060
2019-12-17 14:00:00,1959,516,547,1105,629,3585,1716,1097
2019-12-17 15:00:00,2151,667,622,1500,734,4289,2445,1394
2019-12-17 16:00:00,1903,675,566,1373,854,3872,2142,1256
2019-12-17 17:00:00,1449,614,478,913,648,2947,1574,913
2019-12-17 18:00:00,1230,467,369,775,536,2619,1385,876
2019-12-17 19:00:00,1069,492,326,821,505,2340,1325,787
2019-12-17 20:00:00,1015,387,276,738,461,2112,1016,744
2019-12-17 21:00:00,747,346,169,409,360,1449,841,546
2019-12-17 22:00:00,586,246,182,355,280,947,17,411
2019-12-17 23:00:00,297,147,122,170,200,484,1,223
2019-12-18 00:00:00,149,86,58,78,148,194,4,66
2019-12-18 01:00:00,101,68,22,52,131,116,4,34
2019-12-18 02:00:00,72,72,16,27,159,59,0,33
2019-12-18 03:00:00,64,37,15,27,69,104,0,35
2019-12-18 04:00:00,67,29,22,36,39,196,2,57
2019-12-18 05:00:00,146,51,47,79,55,623,448,121
2019-12-18 06:00:00,664,171,137,352,140,2553,1523,751
2019-12-18 07:00:00,1654,404,394,761,418,4055,2419,1237
2019-12-18 08:00:00,1731,436,522,814,586,3104,2116,1068
2019-12-18 09:00:00,1596,357,394,647,443,2191,1393,758
2019-12-18 10:00:00,1663,410,437,710,522,2258,1336,795
2019-12-18 11:00:00,1710,455,477,748,529,2584,1261,850
2019-12-18 12:00:00,1808,464,520,842,608,2626,1418,868
2019-12-18 13:00:00,1882,523,495,860,677,2687,1430,1007
2019-12-18 14:00:00,2004,583,543,1120,638,3124,1759,1170
2019-12-18 15:00:00,2127,661,592,1552,825,3843,2508,1372
2019-12-18 16:00:00,1857,637,588,1447,870,3773,2121,1204
2019-12-18 17:00:00,1500,537,525,974,729,2902,1783,978
2019-12-18 18:00:00,1325,537,422,844,627,2386,1424,892
2019-12-18 19:00:00,1181,512,301,843,522,2241,1268,800
2019-12-18 20:00:00,1008,429,295,697,488,1837,1043,618
2019-12-18 21:00:00,908,338,203,541,369,1372,857,553
2019-12-18 22:00:00,628,245,194,358,305,1001,38,371
2019-12-18 23:00:00,495,184,141,250,224,478,2,196
2019-12-19 00:00:00,186,105,70,91,168,214,103,81
2019-12-19 01:00:00,121,53,23,39,151,120,64,24
2019-12-19 02:00:00,97,61,23,26,148,82,57,45
2019-12-19 03:00:00,85,40,15,26,89,106,63,35
2019-12-19 04:00:00,91,29,15,40,46,180,144,69
2019-12-19 05:00:00,142,48,57,61,46,481,418,139
2019-12-19 06:00:00,671,174,160,330,136,2015,1531,754
2019-12-19 07:00:00,1642,375,414,737,373,3622,2289,1210
2019-12-19 08:00:00,1667,502,521,777,602,3014,1916,1088
2019-12-19 09:00:00,1536,353,413,604,494,2128,1321,853
2019-12-19 10:00:00,1681,425,384,753,534,2301,1298,896
2019-12-19 11:00:00,1866,522,513,813,612,2229,1324,882
2019-12-19 12:00:00,1815,492,495,875,645,2536,1417,948
2019-12-19 13:00:00,1867,566,538,980,638,2782,1477,1120
2019-12-19 14:00:00,1991,597,566,1134,728,3238,1859,1234
2019-12-19 15:00:00,2181,736,685,1518,888,3796,2524,1395
2019-12-19 16:00:00,1881,776,584,1492,845,3235,2102,1212
2019-12-19 17:00:00,1539,615,521,1006,675,2433,1728,948
2019-12-19 18:00:00,1253,543,384,922,600,2089,1400,886
2019-12-19 19:00:00,1281,490,336,863,546,2205,1376,787
2019-12-19 20:00:00,1038,427,297,685,455,1786,1131,705
2019-12-19 21:00:00,844,330,220,447,335,1508,997,562
2019-12-19 22:00:00,713,298,287,347,291,1217,690,408
2019-12-19 23:00:00,433,242,180,278,278,586,535,217
2019-12-20 00:00:00,245,185,110,119,221,235,73,99
2019-12-20 01:00:00,157,124,49,86,174,172,158,54
2019-12-20 02:00:00,164,122,43,64,181,73,58,36
2019-12-20 03:00:00,113,77,39,45,146,102,98,52
2019-12-20 04:00:00,93,41,30,51,60,151,159,60
2019-12-20 05:00:00,149,62,67,84,63,421,397,132
2019-12-20 06:00:00,604,162,167,300,127,1888,1330,680
2019-12-20 07:00:00,1472,339,423,685,374,3501,2257,1159
2019-12-20 08:00:00,1606,423,489,708,568,3084,1884,1033
2019-12-20 09:00:00,1450,401,403,681,513,2406,1291,848
2019-12-20 10:00:00,1708,463,459,758,549,2744,1358,903
2019-12-20 11:00:00,1818,540,553,940,619,2995,1474,378
2019-12-20 12:00:00,1898,550,570,1004,735,3221,1586,986
2019-12-20 13:00:00,1930,628,656,1163,750,3571,1775,1205
2019-12-20 14:00:00,2077,735,630,1396,804,4029,2154,1297
2019-12-20 15:00:00,2055,754,690,1531,855,4006,2425,1346
2019-12-20 16:00:00,1727,695,596,1297,790,3096,2006,1134
2019-12-20 17:00:00,1486,585,500,928,664,2407,1728,856
2019-12-20 18:00:00,1193,496,360,770,587,1932,1407,781
2019-12-20 19:00:00,1074,468,325,730,508,1696,1333,709
2019-12-20 20:00:00,901,377,304,532,457,1918,1112,533
2019-12-20 21:00:00,776,282,226,378,343,1538,913,455
2019-12-20 22:00:00,631,270,255,325,319,1095,638,305
2019-12-20 23:00:00,590,239,195,325,345,780,566,261
2019-12-21 00:00:00,431,190,153,177,361,494,322,158
2019-12-21 01:00:00,363,148,101,178,320,366,243,100
2019-12-21 02:00:00,372,190,71,181,304,120,126,74
2019-12-21 03:00:00,231,129,40,100,243,130,133,61
2019-12-21 04:00:00,116,71,29,50,104,110,111,42
2019-12-21 05:00:00,89,52,26,46,74,168,143,59
2019-12-21 06:00:00,160,57,94,53,57,206,188,96
2019-12-21 07:00:00,363,105,152,115,89,406,333,142
2019-12-21 08:00:00,343,133,140,139,128,546,464,194
2019-12-21 09:00:00,509,223,212,306,213,960,767,380
2019-12-21 10:00:00,831,361,295,535,363,1512,1139,505
2019-12-21 11:00:00,1200,464,408,654,538,2234,1319,732
2019-12-21 12:00:00,1398,552,397,741,631,2684,1440,874
2019-12-21 13:00:00,1457,622,499,959,756,2741,1464,991
2019-12-21 14:00:00,1548,686,596,1008,785,2854,1708,930
2019-12-21 15:00:00,1464,672,523,950,673,2733,1600,957
2019-12-21 16:00:00,1377,559,361,916,643,2353,1461,794
2019-12-21 17:00:00,1216,583,337,745,638,2162,1303,749
2019-12-21 18:00:00,1039,493,301,722,511,1927,1207,684
2019-12-21 19:00:00,864,429,209,500,495,1404,923,532
2019-12-21 20:00:00,704,348,215,398,377,994,650,391
2019-12-21 21:00:00,656,240,153,198,292,642,456,296
2019-12-21 22:00:00,588,248,198,240,318,542,419,254
2019-12-21 23:00:00,581,297,203,274,396,380,355,207
2019-12-22 00:00:00,431,220,151,188,363,248,232,152
2019-12-22 01:00:00,487,230,98,224,398,186,184,86
2019-12-22 02:00:00,535,242,121,227,328,122,169,86
2019-12-22 03:00:00,390,166,50,157,220,89,97,54
2019-12-22 04:00:00,151,101,36,47,145,92,71,35
2019-12-22 05:00:00,81,58,15,24,94,87,85,42
2019-12-22 06:00:00,190,45,62,33,69,105,118,58
2019-12-22 07:00:00,359,88,206,122,72,253,209,104
2019-12-22 08:00:00,206,69,77,87,79,267,278,114
2019-12-22 09:00:00,292,122,103,113,109,440,428,198
2019-12-22 10:00:00,471,184,140,217,153,738,671,377
2019-12-22 11:00:00,649,300,167,332,223,1119,997,628
2019-12-22 12:00:00,952,365,256,469,342,1541,1098,769
2019-12-22 13:00:00,1123,433,318,675,457,2113,1435,871
2019-12-22 14:00:00,1328,548,428,833,563,2699,1687,977
2019-12-22 15:00:00,1259,630,405,939,561,2734,1713,1102
2019-12-22 16:00:00,1102,538,338,837,585,2425,1709,929
2019-12-22 17:00:00,959,506,282,717,490,2229,1572,807
2019-12-22 18:00:00,829,439,225,559,448,1907,1359,763
2019-12-22 19:00:00,817,419,217,501,394,1720,1220,702
2019-12-22 20:00:00,738,301,229,372,345,1257,961,536
2019-12-22 21:00:00,591,226,195,261,260,962,767,418
2019-12-22 22:00:00,454,188,220,242,224,676,521,310
2019-12-22 23:00:00,372,178,120,195,200,397,329,193
2019-12-23 00:00:00,181,90,56,90,145,251,178,120
2019-12-23 01:00:00,110,74,22,47,116,156,99,54
2019-12-23 02:00:00,99,69,10,64,115,97,58,59
2019-12-23 03:00:00,79,56,8,24,93,94,50,33
2019-12-23 04:00:00,81,38,20,27,58,134,87,46
2019-12-23 05:00:00,129,46,38,50,48,323,228,89
2019-12-23 06:00:00,455,100,134,132,92,853,625,316
2019-12-23 07:00:00,907,221,298,356,223,1483,1060,513
2019-12-23 08:00:00,844,247,285,304,252,1334,901,450
2019-12-23 09:00:00,984,314,317,396,359,1531,987,567
2019-12-23 10:00:00,1223,413,398,646,491,2121,1171,741
2019-12-23 11:00:00,1465,584,470,842,572,2625,1411,1016
2019-12-23 12:00:00,1663,657,497,919,705,3057,1547,1136
2019-12-23 13:00:00,1602,692,494,1010,687,0,1608,1146
2019-12-23 14:00:00,1815,726,579,1075,690,3198,1667,1306
2019-12-23 15:00:00,1734,687,555,1051,720,3329,1818,1337
2019-12-23 16:00:00,1325,630,421,898,645,2631,1579,1055
2019-12-23 17:00:00,1047,525,284,626,511,2353,1270,898
2019-12-23 18:00:00,780,386,222,509,356,1883,1095,746
2019-12-23 19:00:00,585,349,184,325,323,1506,887,624
2019-12-23 20:00:00,504,243,138,264,238,1149,691,466
2019-12-23 21:00:00,487,190,135,183,187,854,571,389
2019-12-23 22:00:00,415,164,130,157,166,611,408,298
2019-12-23 23:00:00,209,120,75,97,123,460,300,172
2019-12-24 00:00:00,149,74,48,47,111,237,104,89
2019-12-24 01:00:00,56,22,9,10,52,141,82,36
2019-12-24 02:00:00,52,25,9,18,48,81,38,34
2019-12-24 03:00:00,32,37,4,13,41,61,35,17
2019-12-24 04:00:00,46,22,10,10,21,64,49,23
2019-12-24 05:00:00,61,25,17,20,26,144,63,41
2019-12-24 06:00:00,267,51,69,49,44,292,186,136
2019-12-24 07:00:00,597,81,111,81,90,424,303,173
2019-12-24 08:00:00,388,135,113,109,99,415,278,165
2019-12-24 09:00:00,423,208,132,171,202,575,389,295
2019-12-24 10:00:00,674,316,166,286,274,1026,713,496
2019-12-24 11:00:00,1024,400,191,397,375,1504,922,752
2019-12-24 12:00:00,1336,498,233,495,428,1751,1057,917
2019-12-24 13:00:00,1228,453,210,476,399,1840,1125,1008
2019-12-24 14:00:00,1267,474,215,368,384,1792,1233,982
2019-12-24 15:00:00,1261,417,163,472,361,1892,1184,984
2019-12-24 16:00:00,872,328,105,457,278,1638,944,888
2019-12-24 17:00:00,391,172,57,178,202,389,290,243
2019-12-24 18:00:00,166,73,49,59,91,141,98,88
2019-12-24 19:00:00,152,73,26,42,81,180,118,108
2019-12-24 20:00:00,251,114,26,83,102,325,226,185
2019-12-24 21:00:00,518,157,42,130,150,722,510,369
2019-12-24 22:00:00,416,195,43,196,167,881,617,461
2019-12-24 23:00:00,289,142,44,167,162,690,480,361
2019-12-25 00:00:00,193,115,24,79,128,339,271,216
2019-12-25 01:00:00,136,82,15,48,103,112,96,86
2019-12-25 02:00:00,48,38,6,16,55,46,31,46
2019-12-25 03:00:00,43,21,3,11,28,42,28,16
2019-12-25 04:00:00,27,8,1,10,15,26,30,12
2019-12-25 05:00:00,16,8,6,6,9,20,39,11
2019-12-25 06:00:00,123,12,10,23,14,63,72,44
2019-12-25 07:00:00,318,43,41,44,45,169,133,54
2019-12-25 08:00:00,168,22,13,28,35,119,114,43
2019-12-25 09:00:00,169,60,59,53,63,113,140,71
2019-12-25 10:00:00,312,90,82,89,120,228,255,168
2019-12-25 11:00:00,321,141,76,133,120,539,452,316
2019-12-25 12:00:00,722,207,159,283,222,864,711,444
2019-12-25 13:00:00,634,252,165,303,257,1023,813,516
2019-12-25 14:00:00,964,290,169,330,284,1143,983,605
2019-12-25 15:00:00,1018,282,185,414,311,1354,1034,673
2019-12-25 16:00:00,524,247,144,290,261,1141,810,593
2019-12-25 17:00:00,687,241,141,253,311,788,591,410
2019-12-25 18:00:00,485,206,98,205,207,768,455,404
2019-12-25 19:00:00,466,189,103,183,229,879,641,418
2019-12-25 20:00:00,612,199,126,247,231,828,619,360
2019-12-25 21:00:00,513,208,97,160,202,675,531,312
2019-12-25 22:00:00,365,177,106,118,186,501,363,263
2019-12-25 23:00:00,307,133,77,126,197,417,231,161
2019-12-26 00:00:00,169,90,45,52,146,278,154,90
2019-12-26 01:00:00,126,71,12,28,146,147,82,64
2019-12-26 02:00:00,111,90,4,31,120,93,54,42
2019-12-26 03:00:00,77,35,7,20,87,54,33,32
2019-12-26 04:00:00,37,21,9,14,26,74,33,17
2019-12-26 05:00:00,45,27,10,28,28,128,85,26
2019-12-26 06:00:00,170,30,30,22,37,169,135,57
2019-12-26 07:00:00,364,34,91,76,39,329,225,88
2019-12-26 08:00:00,173,29,75,59,36,300,236,94
2019-12-26 09:00:00,224,73,98,100,89,434,381,125
2019-12-26 10:00:00,359,100,106,137,117,688,574,245
2019-12-26 11:00:00,471,191,134,235,188,1041,905,414
2019-12-26 12:00:00,800,277,216,315,308,1488,1188,639
2019-12-26 13:00:00,691,291,228,386,321,1817,1416,735
2019-12-26 14:00:00,937,273,225,464,339,2130,1555,815
2019-12-26 15:00:00,1089,318,270,581,386,2363,1550,837
2019-12-26 16:00:00,658,305,227,425,342,1923,1285,701
2019-12-26 17:00:00,859,285,206,437,362,1549,1111,540
2019-12-26 18:00:00,681,320,156,359,334,1569,1122,580
2019-12-26 19:00:00,711,347,225,372,384,1643,1086,613
2019-12-26 20:00:00,818,296,235,434,343,1370,971,538
2019-12-26 21:00:00,658,252,167,232,298,976,654,352
2019-12-26 22:00:00,768,231,289,250,366,792,569,265
2019-12-26 23:00:00,613,262,186,210,397,499,323,197
2019-12-27 00:00:00,447,206,116,145,353,277,175,98
2019-12-27 01:00:00,573,209,92,193,362,257,180,74
2019-12-27 02:00:00,756,184,97,233,310,193,154,99
2019-12-27 03:00:00,444,169,61,185,218,171,131,62
2019-12-27 04:00:00,173,119,33,77,214,217,134,71
2019-12-27 05:00:00,141,53,57,85,76,398,299,89
2019-12-27 06:00:00,310,83,86,111,65,689,509,205
2019-12-27 07:00:00,682,105,204,201,116,1225,783,304
2019-12-27 08:00:00,594,152,170,267,186,1215,790,337
2019-12-27 09:00:00,696,206,231,282,230,1240,760,413
2019-12-27 10:00:00,793,290,226,377,317,1660,982,556
2019-12-27 11:00:00,1065,363,316,542,387,2100,1204,692
2019-12-27 12:00:00,1300,420,380,639,490,2450,1429,800
2019-12-27 13:00:00,1246,474,360,775,540,2714,1500,870
2019-12-27 14:00:00,1507,502,415,932,522,2970,1732,983
2019-12-27 15:00:00,1586,461,447,861,548,3147,1828,960
2019-12-27 16:00:00,1081,437,283,737,451,2327,1516,718
2019-12-27 17:00:00,946,378,226,502,452,1857,1318,651
2019-12-27 18:00:00,791,355,250,432,401,1638,1124,606
2019-12-27 19:00:00,630,321,167,299,344,1299,1012,519
2019-12-27 20:00:00,763,264,212,321,330,1049,732,430
2019-12-27 21:00:00,600,220,197,219,236,848,593,326
2019-12-27 22:00:00,557,193,232,222,241,678,458,248
2019-12-27 23:00:00,452,207,129,210,290,512,376,201
2019-12-28 00:00:00,321,137,117,135,279,368,232,143
2019-12-28 01:00:00,264,152,81,108,314,249,161,99
2019-12-28 02:00:00,321,143,53,129,307,168,117,63
2019-12-28 03:00:00,170,85,21,58,186,176,96,59
2019-12-28 04:00:00,89,39,21,30,69,132,103,30
2019-12-28 05:00:00,70,35,23,35,36,204,143,46
2019-12-28 06:00:00,149,48,84,41,55,195,197,81
2019-12-28 07:00:00,315,79,132,76,66,338,262,89
2019-12-28 08:00:00,237,84,106,115,84,445,378,145
2019-12-28 09:00:00,382,118,167,163,149,669,587,252
2019-12-28 10:00:00,489,196,168,246,191,999,778,375
2019-12-28 11:00:00,700,280,214,390,323,1531,1039,531
2019-12-28 12:00:00,973,370,315,491,390,1772,1149,614
2019-12-28 13:00:00,964,366,313,584,412,1952,1287,669
2019-12-28 14:00:00,1120,435,371,734,491,2151,1364,737
2019-12-28 15:00:00,1276,474,350,775,506,2223,1407,813
2019-12-28 16:00:00,891,417,263,612,429,1909,1313,668
2019-12-28 17:00:00,878,402,262,482,414,1519,1057,575
2019-12-28 18:00:00,754,383,214,449,375,1397,860,559
2019-12-28 19:00:00,670,329,188,263,347,1124,836,443
2019-12-28 20:00:00,659,275,180,277,308,1015,593,346
2019-12-28 21:00:00,584,214,186,208,259,787,427,269
2019-12-28 22:00:00,540,182,197,180,247,647,325,234
2019-12-28 23:00:00,522,218,165,265,325,485,298,185
2019-12-29 00:00:00,398,220,137,205,388,381,215,138
2019-12-29 01:00:00,385,156,97,187,366,298,192,104
2019-12-29 02:00:00,421,222,82,174,328,188,122,78
2019-12-29 03:00:00,279,157,50,103,284,167,99,80
2019-12-29 04:00:00,102,81,13,42,123,125,74,46
2019-12-29 05:00:00,70,36,10,30,51,123,91,29
2019-12-29 06:00:00,170,38,33,31,39,152,104,60
2019-12-29 07:00:00,328,41,103,66,33,293,198,103
2019-12-29 08:00:00,177,43,53,56,43,273,207,98
2019-12-29 09:00:00,206,79,83,81,75,304,280,147
